CustomerID,Recency,Frequency,Monetary,AvgPurchaseValue
13421,40,2,1851.08,925.54
13422,64,1,2626.3,2626.3
13425,108,3,1624.21,541.4033333333333
13426,1,10,3641.32,364.132
13427,19,3,582.6,194.20000000000002
13428,10,1,218.47,218.47
13429,11,4,1006.8,251.7
13430,19,2,679.45,339.725
13431,67,2,1269.1,634.55
13434,74,2,534.24,267.12
13435,5,7,3809.8900000000003,544.2700000000001
13436,2,1,196.89,196.89
13437,14,7,3408.06,486.86571428571426
13439,255,1,283.71,283.71
13441,92,1,296.64,296.64
13447,23,3,1129.14,376.38000000000005
13448,17,6,3539.37,589.895
13449,24,1,291.88,291.88
13450,27,6,2043.7199999999998,340.61999999999995
13451,26,5,2976.15,595.23
13452,259,2,590.0,295.0
13453,166,2,356.97999999999996,178.48999999999998
13455,25,2,1058.34,529.17
13456,18,6,1766.72,294.4533333333333
13458,7,14,9646.57,689.0407142857142
13460,29,2,183.44,91.72
13461,39,3,1445.0,481.6666666666667
13462,253,1,151.5,151.5
13464,58,1,674.68,674.68
13466,184,1,307.9,307.9
13467,11,2,1083.71,541.855
13468,2,37,5704.97,154.1883783783784
13470,99,2,165.0,82.5
13471,1,4,2531.58,632.895
13473,61,2,422.64,211.32
13474,236,1,229.59,229.59
13475,191,4,1431.78,357.945
13476,179,2,1238.47,619.235
13477,38,6,1454.58,242.42999999999998
13479,201,2,300.95,150.475
13481,46,5,1804.56,360.912
13482,232,1,184.64,184.64
13483,66,1,140.34,140.34
13484,241,1,313.8,313.8
13485,233,1,454.24,454.24
13486,78,3,1122.41,374.1366666666667
13487,58,3,575.4,191.79999999999998
13488,17,13,8968.31,689.87
13489,105,4,449.52,112.38
13491,52,10,1215.82,121.582
13492,136,3,1269.84,423.28
13493,275,2,618.63,309.315
13494,312,1,316.26000000000005,316.26000000000005
13495,8,5,2044.8700000000001,408.97400000000005
13496,11,2,653.33,326.665
13497,283,2,348.05,174.025
13499,18,5,1159.11,231.82199999999997
13500,23,3,1166.77,388.92333333333335
13501,288,1,1340.32,1340.32
13502,17,3,292.0,97.33333333333333
13503,71,1,216.85,216.85
13504,64,1,295.93,295.93
13505,73,4,4393.63,1098.4075
13506,316,2,458.52,229.26
13507,3,4,2479.16,619.79
13508,244,1,110.97,110.97
13509,9,7,979.72,139.96
13510,1,4,1791.56,447.89
13512,261,1,251.21,251.21
13513,127,1,205.1,205.1
13514,74,1,152.20000000000002,152.20000000000002
13515,73,4,891.12,222.78
13516,21,3,1389.41,463.1366666666667
13517,60,3,2128.42,709.4733333333334
13518,86,1,659.4399999999999,659.4399999999999
13519,78,1,122.75,122.75
13520,59,6,3624.35,604.0583333333333
13521,1,3,1093.65,364.55
13522,30,1,125.80000000000001,125.80000000000001
13523,33,5,3964.88,792.976
13524,41,5,680.1800000000001,136.036
13525,15,2,628.78,314.39
13527,34,7,2287.51,326.7871428571429
13529,79,2,307.76,153.88
13531,205,2,483.8,241.9
13532,34,1,210.31,210.31
13533,183,3,270.79,90.26333333333334
13534,2,25,5870.08,234.8032
13536,1,7,3448.29,492.61285714285714
13538,43,7,1280.85,182.97857142857143
13539,86,3,631.34,210.4466666666667
13544,40,2,291.41,145.705
13546,12,3,626.99,208.99666666666667
13548,96,2,682.41,341.205
13549,26,7,918.2,131.17142857142858
13551,319,1,91.80000000000001,91.80000000000001
13552,66,12,3740.07,311.6725
13555,74,4,4149.28,1037.32
13557,28,2,584.06,292.03
13558,6,4,605.06,151.265
13560,7,1,174.37,174.37
13561,216,1,141.85999999999999,141.85999999999999
13562,82,3,1799.33,599.7766666666666
13563,84,2,777.53,388.765
13564,144,3,1749.02,583.0066666666667
13565,19,2,240.22,120.11
13566,41,2,874.71,437.355
13568,173,1,192.85,192.85
13569,17,2,373.75,186.875
13570,243,1,239.49,239.49
13571,13,12,2092.32,174.36
13572,206,1,1384.25,1384.25
13573,50,2,294.4,147.2
13575,23,5,732.0699999999999,146.414
13576,10,18,6717.34,373.18555555555554
13577,25,4,1687.6000000000001,421.90000000000003
13579,15,2,467.04,233.52
13581,309,1,118.0,118.0
13583,156,1,781.03,781.03
13584,307,1,142.4,142.4
13587,64,1,712.4,712.4
13588,16,9,2478.95,275.43888888888887
13589,15,2,379.65,189.825
13590,11,6,1981.92,330.32
13591,65,3,1117.13,372.3766666666667
13592,36,4,247.95999999999998,61.989999999999995
13593,108,5,2037.0800000000002,407.41600000000005
13594,53,1,396.97,396.97
13596,6,2,697.04,348.52
13598,47,1,180.17000000000002,180.17000000000002
13599,1,21,5153.67,245.41285714285715
13600,312,1,219.52,219.52
13601,45,2,693.32,346.66
13602,65,1,428.89,428.89
13603,26,1,164.34,164.34
13606,29,3,280.53999999999996,93.51333333333332
13607,40,1,678.01,678.01
13610,12,7,1131.88,161.69714285714286
13611,89,3,1171.8,390.59999999999997
13614,24,4,1610.46,402.615
13615,319,1,417.69,417.69
13617,40,3,544.18,181.39333333333332
13618,174,1,177.34,177.34
13621,117,1,213.85,213.85
13623,31,5,747.78,149.55599999999998
13626,253,1,257.23,257.23
13627,59,5,1638.47,327.694
13629,23,11,7792.36,708.3963636363636
13630,5,7,2031.78,290.2542857142857
13631,100,11,3070.42,279.1290909090909
13632,25,5,2121.27,424.254
13634,33,5,1575.16,315.03200000000004
13635,68,1,1071.03,1071.03
13636,37,5,949.12,189.824
13637,52,3,810.5,270.1666666666667
13638,16,1,122.64,122.64
13639,74,1,1033.34,1033.34
13642,216,1,354.8,354.8
13643,31,3,519.44,173.14666666666668
13644,16,4,2624.26,656.065
13645,120,1,252.1,252.1
13647,10,4,1678.1200000000001,419.53000000000003
13649,257,2,346.6,173.3
13650,17,6,1836.34,306.0566666666667
13651,35,2,94.2,47.1
13652,46,3,1095.08,365.02666666666664
13654,43,6,2707.33,451.22166666666664
13655,114,2,932.97,466.485
13656,165,2,379.65,189.825
13657,11,2,382.14,191.07
13658,10,5,2639.17,527.8340000000001
13659,206,2,1573.2,786.6
13662,86,3,897.76,299.25333333333333
13663,179,1,189.47,189.47
13666,60,3,84.65,28.21666666666667
13667,149,1,305.02,305.02
13668,3,21,6363.59,303.02809523809526
13669,51,2,218.55,109.275
13670,75,1,349.7,349.7
13672,301,2,186.39000000000001,93.19500000000001
13673,19,2,396.92,198.46
13675,151,2,486.82000000000005,243.41000000000003
13678,152,1,232.6,232.6
13680,1,4,3722.42,930.605
13681,18,4,827.83,206.9575
13682,187,1,59.5,59.5
13684,286,1,67.23,67.23
13685,3,7,3119.44,445.63428571428574
13686,183,1,72.0,72.0
13689,63,1,910.0,910.0
13690,59,1,172.25,172.25
13692,25,3,1488.32,496.1066666666666
13694,4,50,65039.62,1300.7924
13695,31,15,2504.13,166.942
13697,39,1,151.29999999999998,151.29999999999998
13699,155,1,308.58000000000004,308.58000000000004
13700,26,10,2265.12,226.512
13703,318,1,99.5,99.5
13704,5,9,2308.06,256.4511111111111
13705,8,3,711.86,237.28666666666666
13706,303,1,330.79,330.79
13707,267,2,806.41,403.205
13708,271,1,296.88,296.88
13709,4,13,6328.05,486.7730769230769
13710,32,1,180.48,180.48
13711,219,2,252.06,126.03
13712,247,1,228.84,228.84
13715,281,5,1079.34,215.868
13716,269,1,138.28,138.28
13717,32,6,1445.01,240.835
13718,246,2,306.55,153.275
13719,15,5,1041.68,208.336
13720,117,4,799.9,199.975
13721,36,1,524.14,524.14
13722,132,3,2375.41,791.8033333333333
13723,217,1,199.85000000000002,199.85000000000002
13725,50,8,1980.56,247.57
13726,39,2,1079.6599999999999,539.8299999999999
13727,29,2,333.48,166.74
13728,37,6,1016.14,169.35666666666665
13730,136,2,752.6,376.3
13731,219,2,610.59,305.295
13732,28,1,491.86,491.86
13735,25,4,2885.2400000000002,721.3100000000001
13736,5,2,731.9,365.95
13737,200,1,339.59999999999997,339.59999999999997
13739,18,1,216.9,216.9
13740,241,1,350.75,350.75
13741,72,3,668.4300000000001,222.81000000000003
13742,17,12,3131.02,260.91833333333335
13743,3,7,1341.6,191.65714285714284
13744,95,2,1156.36,578.18
13745,162,1,300.04,300.04
13747,374,1,79.6,79.6
13748,96,5,948.25,189.65
13750,54,5,1647.26,329.452
13751,288,1,296.25,296.25
13752,124,6,1186.28,197.71333333333334
13753,288,1,741.26,741.26
13754,152,2,282.59999999999997,141.29999999999998
13755,4,9,2161.35,240.14999999999998
13756,2,14,5189.52,370.68
13758,12,7,3190.55,455.79285714285714
13759,33,2,659.4100000000001,329.70500000000004
13760,54,2,286.79,143.395
13761,50,2,1070.65,535.325
13762,219,1,306.72,306.72
13763,63,1,1714.96,1714.96
13764,71,3,1521.76,507.25333333333333
13767,2,37,17220.36,465.41513513513513
13769,2,10,2796.51,279.651
13771,64,4,2634.45,658.6125
13772,34,3,1132.13,377.3766666666667
13774,82,1,345.0,345.0
13777,1,33,25977.16,787.1866666666666
13778,103,1,178.7,178.7
13780,7,2,360.01,180.005
13781,251,1,127.84,127.84
13782,13,6,912.0,152.0
13784,10,11,2462.79,223.89
13786,367,1,230.39999999999998,230.39999999999998
13787,76,2,309.04,154.52
13790,4,1,348.8,348.8
13791,128,2,1516.0,758.0
13792,66,2,195.55,97.775
13798,1,57,37153.85,651.8219298245614
13799,117,2,688.86,344.43
13800,310,1,558.32,558.32
13801,67,1,324.8,324.8
13802,139,3,4599.42,1533.14
13803,255,1,277.07,277.07
13804,31,7,2635.79,376.5414285714286
13805,52,2,924.6,462.3
13806,64,1,256.38,256.38
13807,367,1,112.6,112.6
13808,6,5,1747.66,349.53200000000004
13809,305,1,155.05,155.05
13810,29,3,1499.01,499.67
13811,184,3,814.5,271.5
13812,42,3,539.0,179.66666666666666
13813,40,4,1366.8600000000001,341.71500000000003
13814,92,2,1579.12,789.56
13815,22,4,4027.36,1006.84
13816,24,2,571.6700000000001,285.83500000000004
13817,29,2,382.98,191.49
13819,302,3,1140.35,380.1166666666666
13821,145,2,385.64,192.82
13822,6,2,632.0,316.0
13823,19,2,957.66,478.83
13824,33,5,1698.94,339.788
13826,176,1,189.5,189.5
13827,58,3,412.05,137.35
13828,22,1,209.49,209.49
13831,16,6,2202.99,367.16499999999996
13832,19,1,52.199999999999996,52.199999999999996
13833,159,1,384.8,384.8
13835,25,4,834.57,208.6425
13837,212,2,271.24,135.62
13838,6,4,691.73,172.9325
13841,253,1,85.0,85.0
13842,59,9,3385.62,376.18
13844,11,1,361.62,361.62
13845,65,1,312.98,312.98
13846,25,3,865.0600000000001,288.35333333333335
13848,92,3,1255.0,418.3333333333333
13849,52,2,1537.95,768.975
13850,129,1,1595.48,1595.48
13851,96,3,2651.46,883.82
13853,57,1,1090.14,1090.14
13854,9,25,8109.5199999999995,324.38079999999997
13856,169,3,388.5,129.5
13858,57,1,216.17,216.17
13859,326,1,201.16,201.16
13860,1,5,1245.9,249.18
13862,18,8,2209.36,276.17
13863,248,1,305.78,305.78
13865,58,4,501.56,125.39
13866,74,1,145.67000000000002,145.67000000000002
13867,31,3,1015.29,338.43
13868,7,2,3192.54,1596.27
13869,123,4,3104.95,776.2375
13870,2,8,2770.94,346.3675
13871,23,13,6403.25,492.5576923076923
13873,120,3,389.6,129.86666666666667
13874,358,1,540.45,540.45
13875,54,5,1786.79,357.358
13876,64,1,122.7,122.7
13877,86,1,117.24,117.24
13878,55,1,1281.53,1281.53
13880,21,13,3219.77,247.67461538461538
13881,4,20,17159.52,857.976
13882,3,5,1191.13,238.22600000000003
13883,11,5,2674.48,534.896
13884,7,5,787.6,157.52
13885,189,2,506.8,253.4
13886,71,1,243.56,243.56
13887,204,1,349.55,349.55
13888,120,2,605.63,302.815
13889,93,1,416.90000000000003,416.90000000000003
13890,1,10,1883.8100000000002,188.38100000000003
13892,27,4,632.97,158.2425
13893,298,1,821.1,821.1
13894,24,3,564.62,188.20666666666668
13895,28,4,2593.07,648.2675
13897,50,1,311.16,311.16
13898,326,1,155.93,155.93
13899,16,2,388.52,194.26
13900,183,3,740.95,246.98333333333335
13901,72,5,2867.2,573.4399999999999
13904,37,2,332.64,166.32
13908,80,4,2369.55,592.3875
13911,57,9,2580.91,286.7677777777778
13914,12,2,626.45,313.225
13917,50,2,272.04,136.02
13918,50,2,1212.8400000000001,606.4200000000001
13919,59,2,384.81,192.405
13922,352,1,172.25,172.25
13923,54,1,351.13,351.13
13924,2,6,1838.8500000000001,306.475
13925,93,4,678.25,169.5625
13926,23,1,223.85000000000002,223.85000000000002
13927,75,1,348.99,348.99
13928,11,4,464.57,116.1425
13929,169,2,842.65,421.325
13930,58,2,337.34,168.67
13931,96,2,1237.53,618.765
13932,295,1,307.4,307.4
13933,109,2,608.7900000000001,304.39500000000004
13934,264,1,922.1,922.1
13936,180,1,376.58,376.58
13937,169,1,158.85,158.85
13938,35,1,71.66,71.66
13939,23,3,568.55,189.51666666666665
13940,17,4,839.14,209.785
13941,22,5,5112.96,1022.592
13946,79,3,561.5699999999999,187.18999999999997
13947,65,1,90.6,90.6
13948,361,1,102.0,102.0
13949,3,6,2427.32,404.55333333333334
13950,11,4,745.06,186.265
13951,176,3,674.45,224.8166666666667
13952,218,2,3251.071,1625.5355
13953,7,7,3515.68,502.23999999999995
13954,2,2,439.92,219.96
13955,154,2,322.96,161.48
13956,5,5,1026.42,205.28400000000002
13959,79,3,598.2,199.4
13960,21,2,230.22,115.11
13962,22,2,169.55,84.775
13963,308,4,664.54,166.135
13967,146,1,80.7,80.7
13969,7,18,9053.94,502.99666666666667
13971,19,8,2758.26,344.7825
13972,71,2,190.25,95.125
13973,287,1,264.7,264.7
13974,49,1,413.59000000000003,413.59000000000003
13975,31,6,2526.28,421.0466666666667
13976,207,1,357.98,357.98
13978,15,2,196.79000000000002,98.39500000000001
13979,73,1,869.87,869.87
13980,60,1,200.14,200.14
13982,39,4,1871.81,467.9525
13983,30,12,2603.43,216.9525
13984,27,5,920.51,184.102
13985,4,15,7060.13,470.67533333333336
13986,17,1,320.46,320.46
13988,20,6,4147.96,691.3266666666667
13989,66,2,1266.08,633.04
13990,213,1,311.3,311.3
13991,12,6,855.97,142.66166666666666
13992,30,1,76.8,76.8
13993,43,9,3466.36,385.1511111111111
13994,4,6,2313.14,385.5233333333333
13995,15,5,1393.69,278.738
13999,10,12,3901.81,325.1508333333333
14000,211,1,635.66,635.66
14001,46,3,2043.0800000000002,681.0266666666668
14002,134,2,529.73,264.865
14004,43,7,4582.64,654.6628571428572
14005,10,5,2874.72,574.944
14006,116,3,962.19,320.73
14009,198,2,695.61,347.805
14012,278,1,328.8,328.8
14013,110,3,473.02,157.67333333333332
14014,77,1,505.18,505.18
14015,53,1,917.34,917.34
14016,162,4,4341.21,1085.3025
14019,47,3,1421.61,473.86999999999995
14020,17,2,642.8,321.4
14021,155,3,631.9,210.63333333333333
14022,225,1,440.0,440.0
14023,7,2,584.07,292.035
14024,122,2,327.7,163.85
14027,61,1,104.82,104.82
14029,63,2,467.66,233.83
14030,18,8,2360.09,295.01125
14031,7,19,17286.86,909.8347368421053
14032,2,11,2975.59,270.5081818181818
14034,22,3,651.8199999999999,217.2733333333333
14035,29,5,1428.02,285.604
14036,285,1,626.65,626.65
14037,176,2,147.20000000000002,73.60000000000001
14038,78,3,1560.38,520.1266666666667
14039,33,1,152.2,152.2
14040,41,12,3614.92,301.24333333333334
14041,266,1,141.41,141.41
14044,27,4,652.82,163.205
14045,109,4,1659.75,414.9375
14046,284,1,154.99,154.99
14047,9,5,1308.6100000000001,261.72200000000004
14048,305,1,409.93,409.93
14049,17,4,5681.72,1420.43
14050,32,2,746.36,373.18
14051,1,23,15610.390000000001,678.7126086956522
14052,20,1,225.36,225.36
14053,124,2,260.25,130.125
14054,65,1,92.46,92.46
14055,106,1,725.6400000000001,725.6400000000001
14056,1,23,8214.65,357.1586956521739
14057,24,17,6217.96,365.76235294117646
14059,267,1,183.6,183.6
14060,5,19,6140.42,323.18
14062,10,12,10464.85,872.0708333333333
14064,29,5,1353.74,270.748
14066,267,1,152.55,152.55
14067,64,2,374.7,187.35
14068,320,1,265.85,265.85
14071,4,8,1438.82,179.8525
14073,32,1,151.04,151.04
14075,5,3,942.26,314.08666666666664
14076,129,1,122.47,122.47
14077,41,5,499.41999999999996,99.88399999999999
14078,102,6,1049.37,174.89499999999998
14079,125,1,375.1,375.1
14080,33,1,45.599999999999994,45.599999999999994
14081,302,2,934.52,467.26
14082,365,1,182.25,182.25
14083,4,9,1018.43,113.15888888888888
14085,2,18,4448.54,247.14111111111112
14087,3,1,194.42,194.42
14088,10,13,50491.81,3883.9853846153846
14089,57,1,161.0,161.0
14090,325,1,76.32000000000001,76.32000000000001
14092,8,14,4076.91,291.2078571428571
14093,12,1,442.85,442.85
14096,4,17,65164.79,3833.2229411764706
14098,37,1,147.35,147.35
14099,16,11,3104.17,282.1972727272727
14100,138,1,194.9,194.9
14101,74,6,5976.79,996.1316666666667
14102,5,5,1360.28,272.056
14104,155,2,216.20999999999998,108.10499999999999
14105,239,1,1266.23,1266.23
14107,52,7,2703.23,386.17571428571426
14108,31,2,597.91,298.955
14109,73,1,144.2,144.2
14110,4,12,5683.15,473.5958333333333
14111,14,4,692.85,173.2125
14112,23,7,2915.15,416.45
14113,4,4,1840.42,460.105
14114,274,2,386.53,193.265
14116,20,5,1382.74,276.548
14117,144,1,90.0,90.0
14121,4,4,2780.15,695.0375
14124,84,1,419.58000000000004,419.58000000000004
14125,11,3,2740.43,913.4766666666666
14126,8,3,706.1300000000001,235.3766666666667
14127,123,3,709.71,236.57000000000002
14128,61,2,637.5,318.75
14129,2,5,1123.8600000000001,224.77200000000002
14130,319,1,483.86,483.86
14132,2,11,3586.0299999999997,326.00272727272727
14133,130,3,605.64,201.88
14135,2,15,4690.31,312.68733333333336
14138,2,2,982.3800000000001,491.19000000000005
14139,46,1,415.82,415.82
14140,4,2,935.05,467.525
14141,3,4,915.13,228.7825
14142,373,1,311.81,311.81
14143,134,1,115.8,115.8
14145,47,4,3742.2,935.55
14146,9,5,4191.0,838.2
14147,78,2,483.4,241.7
14148,234,1,157.2,157.2
14149,221,1,446.62,446.62
14150,36,2,658.64,329.32
14152,75,2,621.29,310.645
14154,239,2,1345.62,672.81
14155,266,1,118.75,118.75
14156,10,55,117379.63,2134.175090909091
14157,20,2,432.88,216.44
14158,40,1,507.66,507.66
14159,20,11,4693.01,426.6372727272728
14161,216,3,1110.52,370.17333333333335
14162,174,2,289.36,144.68
14163,87,4,2445.91,611.4775
14164,71,2,1631.77,815.885
14165,276,1,122.53999999999999,122.53999999999999
14167,39,4,574.84,143.71
14171,98,1,363.79,363.79
14173,11,4,450.84,112.71
14174,33,1,134.46,134.46
14175,60,3,3222.3,1074.1000000000001
14176,297,4,576.9000000000001,144.22500000000002
14177,86,4,559.41,139.8525
14178,9,7,1620.93,231.5614285714286
14179,41,2,719.78,359.89
14180,11,25,4748.52,189.94080000000002
14184,67,1,452.89,452.89
14185,331,1,197.65,197.65
14188,31,6,2054.36,342.3933333333334
14189,2,15,4654.08,310.272
14191,2,13,4684.76,360.36615384615385
14193,68,2,853.39,426.695
14194,5,21,11349.52,540.4533333333334
14195,202,2,1012.0,506.0
14196,107,1,335.52,335.52
14198,18,4,701.4,175.35
14199,218,1,185.39999999999998,185.39999999999998
14201,60,7,747.44,106.77714285714286
14204,2,1,161.03,161.03
14205,17,2,466.7,233.35
14206,239,1,328.15999999999997,328.15999999999997
14208,95,1,151.74,151.74
14209,11,6,2073.43,345.57166666666666
14210,106,6,1905.8400000000001,317.64000000000004
14211,53,9,2241.1,249.0111111111111
14212,90,1,1070.48,1070.48
14214,31,5,1004.38,200.876
14215,12,6,1789.72,298.2866666666667
14216,3,4,1839.3,459.825
14217,2,17,2004.98,117.94
14218,43,1,169.48000000000002,169.48000000000002
14219,4,1,89.94,89.94
14220,247,2,632.4,316.2
14221,42,9,3432.8,381.4222222222222
14222,177,1,683.17,683.17
14223,92,3,991.13,330.37666666666667
14224,110,4,1050.12,262.53
14226,29,5,2232.19,446.438
14227,26,10,3350.96,335.096
14229,52,3,1547.2,515.7333333333333
14231,184,3,925.71,308.57
14232,43,5,2048.07,409.61400000000003
14233,49,4,1462.72,365.68
14234,22,4,775.46,193.865
14235,75,5,3144.86,628.972
14236,81,2,490.86,245.43
14237,373,1,161.0,161.0
14238,326,1,146.85,146.85
14239,43,11,2380.85,216.4409090909091
14240,30,2,890.34,445.17
14241,184,1,213.70000000000002,213.70000000000002
14242,235,2,280.55,140.275
14243,9,10,2588.77,258.877
14245,220,2,1693.45,846.725
14246,111,3,1474.06,491.3533333333333
14247,278,1,136.76999999999998,136.76999999999998
14248,318,1,302.58,302.58
14250,7,3,1904.05,634.6833333333333
14251,2,5,2879.7000000000003,575.94
14256,260,2,969.0600000000001,484.53000000000003
14257,64,5,3099.7200000000003,619.9440000000001
14258,9,9,12669.98,1407.7755555555555
14259,142,1,120.0,120.0
14261,51,2,1163.45,581.725
14262,8,8,2618.23,327.27875
14264,155,2,333.97,166.985
14265,109,2,530.18,265.09
14267,163,3,1516.24,505.41333333333336
14270,332,1,492.65000000000003,492.65000000000003
14271,226,1,112.32,112.32
14272,74,2,437.96,218.98
14273,51,4,559.97,139.9925
14276,99,3,1119.74,373.24666666666667
14277,15,3,4216.2,1405.3999999999999
14280,197,1,134.04,134.04
14282,3,15,3729.34,248.62266666666667
14284,31,2,595.25,297.625
14285,21,4,1910.01,477.5025
14286,24,3,4628.75,1542.9166666666667
14287,8,3,176.63,58.876666666666665
14288,213,1,426.6,426.6
14289,9,6,911.26,151.87666666666667
14290,11,5,2314.65,462.93
14291,2,11,3883.25,353.02272727272725
14292,8,9,4871.93,541.3255555555556
14293,3,4,1046.56,261.64
14295,40,1,166.20000000000002,166.20000000000002
14297,18,4,1305.33,326.3325
14298,8,44,51527.3,1171.075
14299,8,9,3965.62,440.6244444444444
14300,19,1,43.2,43.2
14301,117,1,640.14,640.14
14304,223,1,383.45,383.45
14305,71,3,1858.96,619.6533333333333
14306,51,2,2093.32,1046.66
14307,89,6,2995.72,499.28666666666663
14309,8,9,2352.53,261.39222222222224
14311,243,1,310.26,310.26
14312,47,6,1611.59,268.5983333333333
14314,107,1,120.0,120.0
14315,45,6,2481.13,413.5216666666667
14317,65,1,508.58000000000004,508.58000000000004
14320,207,2,477.79,238.895
14321,11,5,1530.75,306.15
14323,115,2,605.0600000000001,302.53000000000003
14326,242,1,183.85,183.85
14327,163,1,311.65,311.65
14329,17,7,5014.84,716.4057142857143
14331,124,2,462.65999999999997,231.32999999999998
14332,23,3,866.31,288.77
14333,68,1,415.2,415.2
14334,17,8,2552.21,319.02625
14335,16,2,468.26,234.13
14336,17,4,1614.91,403.7275
14338,161,2,588.22,294.11
14339,243,1,309.52,309.52
14340,219,1,134.7,134.7
14341,45,8,2182.28,272.785
14342,21,4,668.5600000000001,167.14000000000001
14344,127,8,889.9300000000001,111.24125000000001
14345,39,1,108.97999999999999,108.97999999999999
14346,121,2,1021.58,510.79
14348,260,1,409.57,409.57
14349,10,1,133.5,133.5
14350,274,1,282.93,282.93
14351,165,1,51.0,51.0
14352,157,4,1078.96,269.74
14353,215,1,90.6,90.6
14354,6,2,163.62,81.81
14355,366,1,174.4,174.4
14356,80,2,701.23,350.615
14357,43,1,225.77,225.77
14359,19,3,912.18,304.06
14360,32,4,2128.23,532.0575
14362,22,1,161.2,161.2
14364,109,8,3717.35,464.66875
14367,8,16,9261.52,578.845
14368,320,1,155.0,155.0
14371,295,1,100.5,100.5
14373,358,1,76.55,76.55
14375,185,1,257.68,257.68
14377,191,2,617.05,308.525
14379,44,2,348.1,174.05
14381,52,1,202.68,202.68
14382,26,1,626.0699999999999,626.0699999999999
14383,38,3,1247.69,415.8966666666667
14385,9,3,202.11,67.37
14386,297,1,142.4,142.4
14387,33,3,1770.56,590.1866666666666
14388,10,8,3212.84,401.605
14389,65,2,1043.46,521.73
14390,10,9,4652.82,516.98
14393,218,1,67.95,67.95
14395,2,9,3507.71,389.74555555555554
14396,65,2,487.99,243.995
14397,3,19,2612.96,137.52421052631578
14400,149,1,574.7,574.7
14401,4,13,4051.48,311.6523076923077
14403,130,4,1475.81,368.9525
14404,34,6,1474.32,245.72
14406,119,1,156.75,156.75
14407,107,6,2157.73,359.62166666666667
14408,11,7,2606.53,372.3614285714286
14409,71,6,2059.4500000000003,343.24166666666673
14410,92,9,1105.07,122.78555555555555
14411,311,1,1063.0,1063.0
14412,43,2,770.03,385.015
14413,362,1,122.7,122.7
14414,92,7,1496.98,213.8542857142857
14415,1,13,5900.28,453.86769230769227
14416,22,2,490.22,245.11
14418,4,3,1937.25,645.75
14419,11,6,1058.06,176.34333333333333
14420,99,1,387.52,387.52
14421,57,2,813.11,406.555
14422,1,6,4263.64,710.6066666666667
14423,218,1,265.2,265.2
14424,18,1,322.08,322.08
14426,24,10,4481.67,448.16700000000003
14427,50,2,363.34000000000003,181.67000000000002
14428,7,5,1244.83,248.96599999999998
14431,303,1,470.36,470.36
14432,10,6,2255.51,375.91833333333335
14434,22,6,1372.8,228.79999999999998
14436,99,1,89.06,89.06
14437,366,1,63.0,63.0
14438,306,1,131.9,131.9
14439,320,1,2661.24,2661.24
14440,8,5,2357.6800000000003,471.53600000000006
14441,1,4,1712.89,428.2225
14442,205,2,1589.82,794.91
14443,54,4,1420.2,355.05
14446,1,4,1039.58,259.895
14447,19,5,1163.23,232.64600000000002
14448,9,2,375.35,187.675
14449,19,4,907.1,226.775
14450,181,3,483.25,161.08333333333334
14451,60,2,662.59,331.295
14452,11,2,264.44,132.22
14453,190,1,119.93,119.93
14456,5,9,3062.4,340.26666666666665
14457,311,1,113.64,113.64
14459,155,1,1837.92,1837.92
14460,110,3,434.34,144.78
14461,148,3,2103.06,701.02
14462,66,11,2004.02,182.18363636363637
14463,98,3,529.62,176.54
14465,247,3,1058.6200000000001,352.8733333333334
14466,29,7,2272.4,324.62857142857143
14467,18,4,598.76,149.69
14470,12,2,461.19,230.595
14472,104,8,1936.84,242.105
14473,74,2,234.34000000000003,117.17000000000002
14474,46,1,547.66,547.66
14475,72,3,925.85,308.6166666666667
14476,257,1,215.7,215.7
14477,20,4,1309.6,327.4
14479,254,2,316.25,158.125
14480,11,1,279.05,279.05
14481,165,2,636.51,318.255
14482,18,6,2068.15,344.69166666666666
14483,282,1,137.1,137.1
14484,50,1,321.92,321.92
14485,39,1,165.75,165.75
14487,27,6,1196.33,199.38833333333332
14488,68,1,1064.28,1064.28
14489,207,1,463.38,463.38
14491,175,2,340.93,170.465
14493,7,5,2383.2400000000002,476.648
14494,26,1,139.56,139.56
14495,51,2,123.8,61.9
14496,312,2,538.8100000000001,269.40500000000003
14497,309,1,475.37,475.37
14498,43,5,1957.32,391.464
14499,26,3,815.32,271.77333333333337
14500,88,3,356.85,118.95
14501,184,2,251.21,125.605
14502,20,11,2470.67,224.60636363636365
14503,3,6,3543.26,590.5433333333334
14504,47,4,673.26,168.315
14505,17,8,5905.64,738.205
14506,17,5,2012.17,402.434
14507,24,6,1383.18,230.53
14508,22,2,276.42,138.21
14511,11,5,1314.81,262.962
14512,188,2,275.28,137.64
14513,101,3,455.59000000000003,151.86333333333334
14514,61,3,1055.35,351.7833333333333
14515,18,6,2102.09,350.34833333333336
14517,33,2,330.45,165.225
14518,64,1,174.37,174.37
14520,2,2,270.6,135.3
14522,24,4,974.54,243.635
14523,108,1,241.09,241.09
14524,32,9,1867.68,207.52
14525,20,9,4332.2,481.35555555555555
14527,3,55,8508.82,154.7058181818182
14528,37,1,364.21999999999997,364.21999999999997
14529,60,3,620.04,206.67999999999998
14530,26,6,2925.91,487.65166666666664
14532,236,4,932.85,233.2125
14533,25,7,1949.72,278.5314285714286
14534,3,18,4447.05,247.05833333333334
14535,60,3,2864.19,954.73
14536,260,1,171.8,171.8
